Study,Sourcelink,Webplotdigitizer,SAVE_lab,year,Country,Assay Type,Cell-type,Sera details long,Number of sera,N(female),Comparator antigen,OmicronVariant,Titre drop,Uncertainty,numerical Titre drop,TitersHAg,TitersOmicron,Log2HAg,Log2Omi,Titre drop Alpha,TitersAlpha,Titre drop Beta,TitersBeta,Titre drop Gamma,TitersGamma,Titre drop Delta,TitersDelta,Sera_details_no_time,time,Standardised_sera_names,standardise_encounters,vacc_type_het,vacc_type,vaccine_manufacturer,standardised_assay,standardised_pseudo,standardised_cell
Landau,https://www.biorxiv.org/content/10.1101/2021.12.28.474369v1.full.pdf,n,n,2021.12.30,USA,Lentiviral Pseudotype,293T-ACE2/VERO,2*Pfizer (7-8 month post second dose),12,6,D614G,BA.1,10.8,,10.8,616,57,,,,,,256,,,,473,2*Pfizer,7-8m post second dose,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,Lentiviral,293T-ACE2
Landau,https://www.biorxiv.org/content/10.1101/2021.12.28.474369v1.full.pdf,n,n,2021.12.30,USA,Lentiviral Pseudotype,293T-ACE2/VERO,2*Pfizer (90 days post 2nd dose),9,7,D614G,BA.1,34.3,,34.3,859,25,,,,,,172,,,,325,2*Pfizer,90d post 2nd dose,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,Lentiviral,293T-ACE2
Landau,https://www.biorxiv.org/content/10.1101/2021.12.28.474369v1.full.pdf,n,n,2021.12.30,USA,Lentiviral Pseudotype,293T-ACE2/VERO,3*Pfizer (1 month post third dose),12,6,D614G,BA.1,13.6,,13.6,4892,360,,,,,,1869,,,,4245,3*Pfizer,1m post third dose,3*Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,Lentiviral,293T-ACE2
Landau,https://www.biorxiv.org/content/10.1101/2021.12.28.474369v1.full.pdf,n,n,2021.12.30,USA,Lentiviral Pseudotype,293T-ACE2/VERO,WT convalescent (32-57d post onset),10,NA,D614G,BA.1,>25.9,>,25.9,233,9,,,,,,65,,,,102,WT convalescent,32-57d post onset,WT conv,WT conv,WT conv,WT conv,WT conv,Pseudovirus,Lentiviral,293T-ACE2
Montefiori/Doria-Rose,https://www.medrxiv.org/content/10.1101/2021.12.15.21267805v2.full.pdf,n,y,2021,USA,Lentiviral Pseudotype,Unknown,2*Moderna,30,NA,D614G,BA.1,>49,>,49,3016,62,,,,,9.2,329,,,,,2*Moderna,,2*Moderna (Duke),2,mRNA,mRNA,moderna,Pseudovirus,Lentiviral,N/A
Montefiori/Doria-Rose,https://www.medrxiv.org/content/10.1101/2021.12.15.21267805v2.full.pdf,n,y,2021,USA,Live-virus,Unknown,2*Moderna (4w post 2nd dose),30,NA,D614G,BA.1,>41,>,41,560,14,,,,,5.4,103,,,,,2*Moderna,4w post 2nd dose,2*Moderna (Emory),2,mRNA,mRNA,moderna,Live-virus,Live-virus,N/A
Montefiori/Doria-Rose,https://www.medrxiv.org/content/10.1101/2021.12.15.21267805v2.full.pdf,n,y,2021,USA,Lentiviral Pseudotype,Unknown,2*Moderna (NIH),30,NA,D614G,BA.1,>84,>,84,2269,27,,,,,13.6,167,,,,,2*Moderna,,2*Moderna (NIH),2,mRNA,mRNA,moderna,Pseudovirus,Lentiviral,N/A
Montefiori/Doria-Rose,https://www.medrxiv.org/content/10.1101/2021.12.15.21267805v2.full.pdf,n,y,2021,USA,Lentiviral Pseudotype,Unknown,2*Moderna + Moderna,10,NA,D614G,BA.1,4.2,,4.2,8457,2002,,,,,2.6,3240,,,,,2*Moderna + Moderna,,2*Moderna + Moderna (Duke),3,mRNA,mRNA,moderna,Pseudovirus,Lentiviral,N/A
Montefiori/Doria-Rose,https://www.medrxiv.org/content/10.1101/2021.12.15.21267805v2.full.pdf,n,y,2021,USA,Lentiviral Pseudotype,Unknown,2*Moderna + Moderna (NIH),10,NA,D614G,BA.1,6.5,,6.5,4216,650,,,,,3.4,1249,,,,,2*Moderna + Moderna,,2*Moderna + Moderna (NIH),3,mRNA,mRNA,moderna,Pseudovirus,Lentiviral,N/A
Pfizer/Biontech,https://twitter.com/Carolynyjohnson/status/1468583768961130501,n,n,2021.12.08,USA,Pseudovirus,Unknown,2*Pfizer                                          (21 days post 2nd dose),20,NA,WT,BA.1,>25.8,>,25.8,155,6,3.954,-0.74,,,,36,,,,,2*Pfizer,21d post 2nd dose,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,Pseudovirus,N/A
Pfizer/Biontech,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-and-biontech-provide-update-omicron-variant,n,n,2021.12.08,USA,Pseudovirus,Unknown,2*Pfizer with Pfizer boost              (1 month after 3rd dose),19,NA,WT,BA.1,2.6,,2.6,398,154,5.31,3.94,,,,191,,,,339,2*Pfizer with Pfizer boost,1m after 3rd dose,2*Pfizer + Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,Pseudovirus,N/A
Poehlmann,https://doi.org/10.1101/2021.12.12.472286,n,n,2021,Germany,VSV Pseudovirus,Vero,AZ + Pfizer (<1 month),10,NA,D614G,BA.1,>13.5,>,13.5,1676,130,,,,,,,,,308.088.235,544,AZ + Pfizer,<1m,AZ + Pfizer,2,heterologous,az+mRNA,heterologous,Pseudovirus,VSV,Vero
Poehlmann,https://doi.org/10.1101/2021.12.12.472286,n,n,2021,Germany,VSV Pseudovirus,Vero,2*Pfizer (<3 months),11,NA,D614G,BA.1,>>33.8,>>,33.8,604,9,,,,,,,,,384.713.376,157,2*Pfizer,<3m,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,VSV,Vero
Poehlmann,https://doi.org/10.1101/2021.12.12.472286,n,n,2021,Germany,VSV Pseudovirus,Vero,2*Pfizer + Pfizer boost ( < 1 month post 3rd dose),10,NA,D614G,BA.1,8.1,,8.1,2006,305,,,,,,,,,275.928.473,727,2*Pfizer + Pfizer boost,< 1m post 3rd dose,2*Pfizer + Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,VSV,Vero
Poehlmann,https://doi.org/10.1101/2021.12.12.472286,n,n,2021,Germany,VSV Pseudovirus,Vero,WT convalescent (< 2 months),17,NA,D614G,BA.1,>>80.4,>>,80.4,614,1,,,,,,,,,228.252.788,269,WT convalescent,< 2m,WT conv,WT conv,WT conv,WT conv,WT conv,Pseudovirus,VSV,Vero
Sahin,https://www.medrxiv.org/content/10.1101/2021.12.22.21268103v1.full.pdf,n,n,2021.12.23,Germany,VSV Pseudovirus,Vero76,2*Pfizer                                          (21 days post 2nd dose),32,15,WT,BA.1,>>22.8,>>,22.8,160,7,3.954,-0.74,,,,24,,,,73,2*Pfizer,21d post 2nd dose,2*Pfizer,2,mRNA,mRNA,pfizer,Pseudovirus,VSV,Vero76
Sahin,https://www.medrxiv.org/content/10.1101/2021.12.22.21268103v1.full.pdf,n,n,2021.12.23,Germany,VSV Pseudovirus,Vero76,2*Pfizer with Pfizer boost              (1 month after 3rd dose),30,15,WT,BA.1,2.2,,2.2,368,164,5.31,3.94,,,,279,,,,413,2*Pfizer with Pfizer boost,1m after 3rd dose,2*Pfizer + Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,VSV,Vero76
Sanders,https://doi.org/10.1101/2022.01.03.21268582,y (Titers),n,2022.01.03,The Netherlands,Lentiviral Pseudotype,293T-ACE2,Alpha covalescent (3-9w post symptom onset),11,5,D614G,BA.1,14.5,,14.5,207,143.214.286,,,0.26,802,1.78,116,1.4,148,1.4,148,Alpha covalescent,3-9w post symptom onset,Alpha conv,Alpha conv,Alpha conv,Alpha conv,Alpha conv,Pseudovirus,Lentiviral,293T-ACE2
Sanders,https://doi.org/10.1101/2022.01.03.21268582,y (Titers),n,2022.01.03,The Netherlands,Lentiviral Pseudotype,293T-ACE2,Beta convalescent (3-9w post symptom onset),8,5,D614G,BA.1,>13,>,13,13,1,,,1,13,0.87,15,0.54,24,01.08,12,Beta convalescent,3-9w post symptom onset,Beta conv,Beta conv,Beta conv,Beta conv,Beta conv,Pseudovirus,Lentiviral,293T-ACE2
Sanders,https://doi.org/10.1101/2022.01.03.21268582,y (Titers),n,2022.01.03,The Netherlands,Lentiviral Pseudotype,293T-ACE2,Delta convalescent (3-9w post symptom onset),11,5,D614G,BA.1,1.8,,1.8,32,18,,,1.19,27,1.78,18,1.78,18,0.36,90,Delta convalescent,3-9w post symptom onset,Delta conv,Delta conv,Delta conv,Delta conv,Delta conv,Pseudovirus,Lentiviral,293T-ACE2
Sanders,https://doi.org/10.1101/2022.01.03.21268582,y (Titers),n,2022.01.03,The Netherlands,Lentiviral Pseudotype,293T-ACE2,Gamma convalescent (3-9w post symptom onset),4,2,D614G,BA.1,1.9,,1.9,48,253.333.333,,,0.89,54,0.47,102,0.32,152,1.66,29,Gamma convalescent,3-9w post symptom onset,Gamma conv,Gamma conv,Gamma conv,Gamma conv,Gamma conv,Pseudovirus,Lentiviral,293T-ACE2
Sanders,https://doi.org/10.1101/2022.01.03.21268582,y (Titers),n,2022.01.03,The Netherlands,Lentiviral Pseudotype,293T-ACE2,WT convalescent (3-9w post symptom onset),20,11,D614G,BA.1,10,,10,178,17.8,,,1.5,119,3.79,47,1.98,90,1.7,105,WT convalescent,3-9w post symptom onset,WT conv,WT conv,WT conv,WT conv,WT conv,Pseudovirus,Lentiviral,293T-ACE2
Schmidt,https://doi.org/10.1101/2021.12.12.21267646,n,n,2021,USA,HIV-1 Pseudotype,HT1080/ACE2,Infection + mRNA vaccine,17,NA,WT,BA.1,49,,49,388872,8106,,,,,,,,,,,Infection + mRNA vaccine,,Inf + mRNA,inf+vacc,inf+vacc,inf+vacc,inf+vacc,Pseudovirus,HIV-1,HT1080/ACE2
Schmidt,https://doi.org/10.1101/2021.12.12.21267646,n,n,2021,USA,HIV-1 Pseudotype,HT1080/ACE2,J and J                                  (1 month post vaccination),19,11,WT,BA.1,>>117.6,>>,117.6,588,5,,,,,,,,,,,J and J,1m post vaccination,J&J,2,j&j,j&j,j&j,Pseudovirus,HIV-1,HT1080/ACE2
Schmidt,https://doi.org/10.1101/2021.12.12.21267646,n,n,2021,USA,HIV-1 Pseudotype,HT1080/ACE2,J and J                                  (5 months post vaccination),19,11,WT,BA.1,>>22.8,>>,22.8,982,43,,,,,,,,,,,J and J                                 ,5m post vaccination,J&J,2,j&j,j&j,j&j,Pseudovirus,HIV-1,HT1080/ACE2
Schmidt,https://doi.org/10.1101/2021.12.12.21267646,n,n,2021,USA,HIV-1 Pseudotype,HT1080/ACE2,2*mRNA vaccine                  (1.3 months post 2nd dose),18,9,WT,BA.1,127,,127,7627,92,,,,,,,,,,,2*mRNA vaccine,1.3m post 2nd dose,2*mRNA,2,mRNA,mRNA,mRNA,Pseudovirus,HIV-1,HT1080/ACE2
Schmidt,https://doi.org/10.1101/2021.12.12.21267646,n,n,2021,USA,HIV-1 Pseudotype,HT1080/ACE2,2*mRNA vaccine                  (5 months post 2nd dose),18,9,WT,BA.1,27,,27,2435,43,,,,,,,,,,,2*mRNA vaccine,5m post 2nd dose,2*mRNA,2,mRNA,mRNA,mRNA,Pseudovirus,HIV-1,HT1080/ACE2
Schmidt,https://doi.org/10.1101/2021.12.12.21267646,n,n,2021,USA,HIV-1 Pseudotype,HT1080/ACE2,2*mRNA + Pfizer boost        (1 month post 3rd dose),18,9,WT,BA.1,18,,18,65617,3871,,,,,,,,,,,2*mRNA + Pfizer boost       ,1m post 3rd dose,2*mRNA + Pfizer,3,mRNA,mRNA,pfizer,Pseudovirus,HIV-1,HT1080/ACE2
Schmidt,https://doi.org/10.1101/2021.12.12.21267646,n,n,2021,USA,HIV-1 Pseudotype,HT1080/ACE2,WT convalescent                  (1.3 months post infection),20,7,WT,BA.1,58,,58,2616,68,,,,,,,,,,,WT convalescent,1.3m post infection,WT conv,WT conv,WT conv,WT conv,WT conv,Pseudovirus,HIV-1,HT1080/ACE2
Schmidt,https://doi.org/10.1101/2021.12.12.21267646,n,n,2021,USA,HIV-1 Pseudotype,HT1080/ACE2,WT convalescent                  (6 months post infection),20,7,WT,BA.1,>32,>,32,1678,42,,,,,,,,,,,WT convalescent,6m post infection,WT conv,WT conv,WT conv,WT conv,WT conv,Pseudovirus,HIV-1,HT1080/ACE2
Schmidt,https://doi.org/10.1101/2021.12.12.21267646,n,n,2021,USA,HIV-1 Pseudotype,HT1080/ACE2,WT convalescent                  (12 months post infection),20,7,WT,BA.1,43,,43,2037,136,,,,,,,,,,,WT convalescent,12m post infection,WT conv,WT conv,WT conv,WT conv,WT conv,Pseudovirus,HIV-1,HT1080/ACE2
Schwartz,https://www.biorxiv.org/content/10.1101/2021.12.14.472630v1.full.pdf,n,n,2021,"France, Belgium",Live-virus,S-Fuse cells,2*AZ (5m post 2nd dose),18,14,D614G,BA.1,>>12.5,>>,12.5,187,15,,,,,,,,,,68,2*AZ,5m post 2nd dose,2*AZ,2,az,az,az,Live-virus,Live-virus,S-Fuse
Schwartz,https://www.biorxiv.org/content/10.1101/2021.12.14.472630v1.full.pdf,n,n,2021,"France, Belgium",Live-virus,S-Fuse cells,"WT convalescent + Pfizer (12m post infection, 1m post boost)",14,4,D614G,BA.1,4.5,,4.5,7155,1598,,,,,,,,,,49778,WT convalescent + Pfizer,1m post boost,WT conv + Pfizer,inf+vacc,inf+vacc,inf+vacc,inf+vacc,Live-virus,Live-virus,S-Fuse
Schwartz,https://www.biorxiv.org/content/10.1101/2021.12.14.472630v1.full.pdf,n,n,2021,"France, Belgium",Live-virus,S-Fuse cells,2*Pfizer (5m post 2nd dose),16,8,D614G,BA.1,>>22,>>,22,329,15,,,,,,,,,,91,2*Pfizer,5m post 2nd dose,2*Pfizer,2,mRNA,mRNA,pfizer,Live-virus,Live-virus,S-Fuse
Schwartz,https://www.biorxiv.org/content/10.1101/2021.12.14.472630v1.full.pdf,n,n,2021,"France, Belgium",Live-virus,S-Fuse cells,2*Pfizer + Pfizer (1m post 3rd dose),11,3,D614G,BA.1,12.3,,12.3,12873,1050,,,,,,,,,,5280,2*Pfizer + Pfizer,1m post 3rd dose,2*Pfizer + Pfizer,3,mRNA,mRNA,pfizer,Live-virus,Live-virus,S-Fuse
Schwartz,https://www.biorxiv.org/content/10.1101/2021.12.14.472630v1.full.pdf,n,n,2021,"France, Belgium",Live-virus,S-Fuse cells,WT convalescent (6m post infection),16,10,D614G,BA.1,>>14.1,>>,14.1,422,30,,,,,,,,,,344,WT convalescent,6m post infection,WT conv,WT conv,WT conv,WT conv,WT conv,Live-virus,Live-virus,S-Fuse
Schwartz,https://www.biorxiv.org/content/10.1101/2021.12.14.472630v1.full.pdf,n,n,2021,"France, Belgium",Live-virus,S-Fuse cells,WT convalescent (12m post infection),15,6,D614G,BA.1,>>7.2,>>,7.2,215,30,,,,,,,,,,85,WT convalescent,12m post infection,WT conv,WT conv,WT conv,WT conv,WT conv,Live-virus,Live-virus,S-Fuse
Screaton,https://www.cell.com/cell/pdf/S0092-8674(21)01578-6.pdf?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421015786%3Fshowall%3Dtrue,n,n,2021.12.29,UK,Live-virus (Omicron + A701V),Vero,Alpha convalescent (18d post inf),18,NA,WT,BA.1,33.7,,33.7,1313,39,,,183.636.364,715,477.454.546,275,,,278.768.578,471,Alpha convalescent,18d post inf,Alpha conv,Alpha conv,Alpha conv,Alpha conv,Alpha conv,Live-virus,Live-virus,Vero
Screaton,https://www.cell.com/cell/pdf/S0092-8674(21)01578-6.pdf?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421015786%3Fshowall%3Dtrue,n,n,2021.12.29,UK,Live-virus (Omicron + A701V),Vero,2*AZ (28d post 2nd dose),41,NA,WT,BA.1,>18.6,>,18.6,390,21,,,,,,,,,5.2,75,2*AZ,28d post 2nd dose,2*AZ,2,az,az,az,Live-virus,Live-virus,Vero
Screaton,https://www.cell.com/cell/pdf/S0092-8674(21)01578-6.pdf?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421015786%3Fshowall%3Dtrue,n,n,2021.12.29,UK,Live-virus (Omicron + A701V),Vero,2*AZ + AZ (28d post 3rd dose),41,NA,WT,BA.1,12.7,,12.7,726,57,,,,,,,,,352.427.185,206,2*AZ + AZ,28d post 3rd dose,2*AZ + AZ,3,az,az,az,Live-virus,Live-virus,Vero
Screaton,https://www.cell.com/cell/pdf/S0092-8674(21)01578-6.pdf?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421015786%3Fshowall%3Dtrue,n,n,2021.12.29,UK,Live-virus (Omicron + A701V),Vero,Beta convalescent (61d post inf),14,NA,WT,BA.1,11.7,,11.7,327,28,,,52.487.962,623,52.487.962,623,,,605.555.556,54,Beta convalescent,61d post inf,Beta conv,Beta conv,Beta conv,Beta conv,Beta conv,Live-virus,Live-virus,Vero
Screaton,https://www.cell.com/cell/pdf/S0092-8674(21)01578-6.pdf?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421015786%3Fshowall%3Dtrue,n,n,2021.12.29,UK,Live-virus (Omicron + A701V),Vero,Delta convalescent (38d post inf),19,NA,WT,BA.1,1.7,,1.7,47,27,,,6.025.641,78,335.714.286,14,,,6.685.633,703,Delta convalescent,38d post inf,Delta conv,Delta conv,Delta conv,Delta conv,Delta conv,Live-virus,Live-virus,Vero
Screaton,https://www.cell.com/cell/pdf/S0092-8674(21)01578-6.pdf?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421015786%3Fshowall%3Dtrue,n,n,2021.12.29,UK,Live-virus (Omicron + A701V),Vero,Gamma convalescent (63d post inf),16,NA,WT,BA.1,3.2,,3.2,79,25,,,57.664.234,137,57.664.234,137,,,292.592.593,27,Gamma convalescent,63d post inf,Gamma conv,Gamma conv,Gamma conv,Gamma conv,Gamma conv,Live-virus,Live-virus,Vero
Screaton,https://www.cell.com/cell/pdf/S0092-8674(21)01578-6.pdf?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421015786%3Fshowall%3Dtrue,n,n,2021.12.29,UK,Live-virus (Omicron + A701V),Vero,2*Pfizer (28d post 2nd dose),20,10,WT,BA.1,104.9,,104.9,1993,19,,,,,,,,,706.737.589,282,2*Pfizer,28d post 2nd dose,2*Pfizer,2,mRNA,mRNA,pfizer,Live-virus,Live-virus,Vero
Screaton,https://www.cell.com/cell/pdf/S0092-8674(21)01578-6.pdf?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421015786%3Fshowall%3Dtrue,n,n,2021.12.29,UK,Live-virus (Omicron + A701V),Vero,2*Pfizer (6m post 2nd dose),20,10,WT,BA.1,>31.8,>,31.8,413,13,,,,,,,,,111.621.622,37,2*Pfizer,6m post 2nd dose,2*Pfizer,2,mRNA,mRNA,pfizer,Live-virus,Live-virus,Vero
Screaton,https://www.cell.com/cell/pdf/S0092-8674(21)01578-6.pdf?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421015786%3Fshowall%3Dtrue,n,n,2021.12.22,UK,Live-virus (Omicron + A701V),Vero,2*Pfizer + Pfizer (28d post 3rd dose),20,10,WT,BA.1,14.2,,14.2,9219,649,,,,,,,,,394.480.103,2337,2*Pfizer + Pfizer,28d post 3rd dose,2*Pfizer + Pfizer,3,mRNA,mRNA,pfizer,Live-virus,Live-virus,Vero
Screaton,https://www.cell.com/cell/pdf/S0092-8674(21)01578-6.pdf?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421015786%3Fshowall%3Dtrue,n,n,2021.12.29,UK,Live-virus (Omicron + A701V),Vero,Delta inf + vacc/ vacc + inf,17,NA,WT,BA.1,8.8,,8.8,1899,215,,,72.842.348,2607,313.884.298,605,,,111.903.359,1697,Delta inf + vacc/ vacc + inf,,Delta + vacc/vacc + Delta,vacc+inf,vacc+inf,vacc+inf,vacc+inf,Live-virus,Live-virus,Vero
Screaton,https://www.cell.com/cell/pdf/S0092-8674(21)01578-6.pdf?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867421015786%3Fshowall%3Dtrue,n,n,2021.12.29,UK,Live-virus (Omicron + A701V),Vero,WT convlasecent (42d post inf),32,NA,WT,BA.1,17,,17,475,28,,,293.209.877,162,131.944.444,36,,,266.853.933,178,WT convlasecent,42d post inf,WT conv,WT conv,WT conv,WT conv,WT conv,Live-virus,Live-virus,Vero
Shi,https://www.biorxiv.org/content/10.1101/2021.12.20.473584v1.full.pdf,n,n,2021.12.22,USA,Live-virus,Vero-E6,Non-omicron infection (1m post infection),64,31,WT,BA.1,15.8,,15.8,601,38,,,,,,,,,,,Infection,1m post infection,Non-Omicron Inf,WT conv,WT conv,WT conv,WT conv,Live-virus,Live-virus,Vero-E6
Shi,https://www.biorxiv.org/content/10.1101/2021.12.20.473584v1.full.pdf,n,n,2021.12.22,USA,Live-virus,Vero-E6,Non-omicron infection (6m post infection),36,5,WT,BA.1,>4.4,>,4.4375,142,32,,,,,,,,,,,Infection,6m post infection,Non-Omicron Inf,WT conv,WT conv,WT conv,WT conv,Live-virus,Live-virus,Vero-E6
Sigal,https://doi.org/10.1101/2021.12.08.21267417,n,n,2021,"South Africa, Germany",Live-virus,H1299-ACE2,Pfizer vaccine-only plasma and infection+Pfizer vaccine plasma,14,NA,D614G,BA.1.1,22,,22,1963,89,07.04,1.68,,,,,,,,,Pfizer and infection+Pfizer,,"Inf + 2*Pfizer, Pfizer",inf+vacc,inf+vacc,inf+vacc,inf+vacc,Live-virus,Live-virus,H1299-ACE2
Snape,https://www.medrxiv.org/content/10.1101/2021.12.10.21267534v1.full-text,n,n,2021,UK,Live-virus,Vero CCL-81,2*AZ,22,10,WT,BA.1,>>13,>>,13,133,10,,,,,3.17,42,,,2.56,52,2*AZ,,2*AZ,2,az,az,az,Live-virus,Live-virus,Vero
Snape,https://www.medrxiv.org/content/10.1101/2021.12.10.21267534v1.full-text,n,n,2021,UK,Live-virus,Vero CCL-81,2*Pfizer,21,7,WT,BA.1,28.9,,28.9,1609,54,,,,,2.88,559,,,1.18,1358,2*Pfizer,,2*Pfizer,2,mRNA,mRNA,pfizer,Live-virus,Live-virus,Vero
Suthar,https://doi.org/10.1101/2021.12.20.473557,n,y,2021.12.22,USA,Live-virus,Vero-E6 TMPRSS2,WT conv + 2*Moderna (6m post 2nd dose),13,6,WT,BA.1,25.9,,25.9,931,36,,,,,199.357.602,467,,,,,WT conv + 2*Moderna,6m post 2nd dose,WT conv + 2*Moderna,inf+vacc,inf+vacc,inf+vacc,inf+vacc,Live-virus,Live-virus,Vero-E6 TMPRSS2
Suthar,https://doi.org/10.1101/2021.12.20.473557,n,y,2021.12.22,USA,Live-virus,Vero-E6 TMPRSS2,WT conv + 2*Pfizer (6m post 2nd dose),24,14,WT,BA.1,25,,25,625,25,,,,,194.099.379,322,,,,,WT conv + 2*Pfizer,6m post 2nd dose,WT conv + 2*Pfizer,inf+vacc,inf+vacc,inf+vacc,inf+vacc,Live-virus,Live-virus,Vero-E6 TMPRSS2
Suthar,https://doi.org/10.1101/2021.12.20.473557,n,y,2021.12.22,USA,Live-virus,Vero-E6 TMPRSS2,2*Moderna (2-4w post 2nd dose,11,9,WT,BA.1,>57.3,>,57.3,745,13,,,,,506.802.721,147,,,,,2*Moderna,2-4w post 2nd dose,2*Moderna,2,mRNA,mRNA,moderna,Live-virus,Live-virus,Vero-E6 TMPRSS2
Suthar,https://doi.org/10.1101/2021.12.20.473557,n,y,2021.12.22,USA,Live-virus,Vero-E6 TMPRSS2,2*Moderna  + Naive (6m post 2nd dose),8,6,WT,BA.1,>>8.5,>>,8.5,85,10,,,,,283.333.333,30,,,,,2*Moderna  + Naive,6m post 2nd dose,2*Moderna,2,mRNA,mRNA,moderna,Live-virus,Live-virus,Vero-E6 TMPRSS2
Suthar,https://doi.org/10.1101/2021.12.20.473557,n,y,2021.12.22,USA,Live-virus,Vero-E6 TMPRSS2,2*Pfizer (2-4w post 2nd dose),13,9,WT,BA.1,>>38.4,>>,38.4,384,10,,,,,629.508.197,61,,,,,2*Pfizer,2-4w post 2nd dose,2*Pfizer,2,mRNA,mRNA,pfizer,Live-virus,Live-virus,Vero-E6 TMPRSS2
Suthar,https://doi.org/10.1101/2021.12.20.473557,n,y,2021.12.22,USA,Live-virus,Vero-E6 TMPRSS2,2*Pfizer + Naive (6m post 2nd dose),17,11,WT,BA.1,>>4.3,>>,4.3,43,10,,,,,22.631.579,19,,,,,2*Pfizer + Naive,6m post 2nd dose,2*Pfizer,2,mRNA,mRNA,pfizer,Live-virus,Live-virus,Vero-E6 TMPRSS2
Suthar,https://doi.org/10.1101/2021.12.20.473557,n,y,2021.12.22,USA,Live-virus,Vero-E6 TMPRSS2,2*Moderna + Moderna (1-4w post 3rd dose),13,8,WT,BA.1,15.1,,15.1,1553,103,,,,,2.062.417,753,,,,,2*Moderna + Moderna,1-4w post 3rd dose,2*Moderna + Moderna,3,mRNA,mRNA,moderna,Live-virus,Live-virus,Vero-E6 TMPRSS2
Suthar,https://doi.org/10.1101/2021.12.20.473557,n,y,2021.12.22,USA,Live-virus,Vero-E6 TMPRSS2,2*Moderna + Pfizer (1-4w post 3rd dose),4,3,WT,BA.1,13.3,,13.3,984,74,,,,,222.121.896,443,,,,,2*Moderna + Pfizer,1-4w post 3rd dose,2*Moderna + Pfizer,3,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6 TMPRSS2
Suthar,https://doi.org/10.1101/2021.12.20.473557,n,y,2021.12.22,USA,Live-virus,Vero-E6 TMPRSS2,2*Pfizer + Moderna (1-4w post 3rd dose),4,3,WT,BA.1,9.8,,9.8,1379,141,,,,,214.797.508,642,,,,,2*Pfizer + Moderna,1-4w post 3rd dose,2*Pfizer + Moderna,3,mRNA,mRNA,mRNA,Live-virus,Live-virus,Vero-E6 TMPRSS2
Suthar,https://doi.org/10.1101/2021.12.20.473557,n,y,2021.12.22,USA,Live-virus,Vero-E6 TMPRSS2,2*Pfizer + Pfizer (1-4w post 3rd dose),31,18,WT,BA.1,14,,14,1231,88,,,,,26.416.309,466,,,,,2*Pfizer + Pfizer,1-4w post 3rd dose,2*Pfizer + Pfizer,3,mRNA,mRNA,pfizer,Live-virus,Live-virus,Vero-E6 TMPRSS2
